38.5295; 12
105.149; 22
133.172; 32
164.578; 42
162.019; 52
163.924; 62
164.665; 72
195.631; 82
196.106; 92
195.504; 102
197.938; 112
194.04; 122
195.657; 132
225.367; 142
225.59; 152
225.561; 162
226.316; 172
224.624; 182
231.474; 192
226.628; 202
229.758; 1202
325.706; 2202
350.331; 3202
349.042; 4202
383.415; 5202
383.227; 6202
384.021; 7202
381.913; 8202
410.9; 9202
410.806; 10202
411.971; 11202
414.601; 12202
412.944; 13202
409.575; 14202
411.221; 15202
411.373; 16202
413.943; 17202
443.818; 18202
441.915; 19202
442.384; 20202
