17.5903; 7
26.8852; 12
28.688; 17
29.0717; 22
31.6554; 72
34.4889; 122
36.2471; 172
39.3841; 222
39.2011; 322
45.5108; 422
43.4358; 522
44.239; 1022
43.4715; 1522
46.1355; 2022
46.4568; 2522
51.9989; 3022
49.0851; 3522
51.4768; 4022
49.8035; 4522
52.1506; 5022
50.9637; 5522
51.7312; 6022
52.5299; 6522
52.289; 7022
52.753; 7522
52.6103; 8022
53.2082; 8522
53.0922; 9022
53.7526; 9522
53.168; 10022
54.0248; 10522
54.9574; 11022
55.2742; 11522
54.77; 12022
55.1091; 12522
54.7968; 13022
58.0542; 13522
55.1671; 14022
55.7562; 14522
55.069; 15022
56.6486; 15522
56.3273; 16022
56.5147; 16522
56.6799; 17022
56.836; 17522
57.4429; 18022
57.1752; 18522
57.2198; 19022
56.8405; 19522
57.1127; 20022
